成员, 贡献排行, 贡献本周, 战功本周, 助攻本周, 捐献本周, 贡献总量, 战功总量, 助攻总量, 捐献总量, 势力值, 所属州, 分组
思源丶靠山王,32,0,0,0,0,153750482,1326437,17624,1897268,32930, 长安, 思源团
思源丶晚晚,163,0,0,0,0,102730519,564662,20434,662214,30283, 长安, 思源团
天神丨九哥,2,0,0,0,0,200460554,2599442,26359,1063667,36080, 长安, 天神团
思源丶叶飞,156,0,0,0,0,77472248,619887,18769,1793143,29210, 长安, 九歌团
無雙丿红毛,56,0,0,0,0,133665160,1040678,34488,1898091,34630, 长安, 双魂团
天神丨小彩蛋,174,0,0,0,0,86158632,577032,19552,1845604,28103, 长安, 天神团
天神丨无名,6,0,0,0,0,221884196,2270053,32877,1004962,37930, 长安, 天神团
思源丶胖丁,205,0,0,0,0,63756399,598458,35255,1235733,25610, 长安, 思源团
金麟丨一月,43,0,0,0,0,143886194,1157403,72263,1730582,28410, 长安, 金麟团
天神丨有恒,16,0,0,0,0,168992194,1702696,16145,1339371,36460, 长安, 天神团
戰魂丨疯癫,127,0,0,0,0,130142447,696462,46252,1844708,32940, 长安, 双魂团
天神丨九寶,10,0,0,0,0,187747153,2135894,44161,1695989,34640, 长安, 天神团
無雙丿楼长,99,0,0,0,0,118713827,857327,54805,1853733,28110, 长安, 双魂团
金麟丨天帝王,42,0,0,0,0,147730953,1229419,36441,803380,33790, 长安, 金麟团
金麟丨枪不倒,203,0,0,0,0,104109675,448100,39897,2090774,28780, 长安, 金麟团
無雙丿风起,139,0,0,0,0,112983439,668544,17594,2009285,28200, 长安, 双魂团
思源丶退堂鼓,22,0,0,0,0,165631406,1508223,26155,1933016,32370, 长安, 思源团
天神丨颜兮,93,0,0,0,0,95268104,865572,19815,1475725,30990, 长安, 天神团
金麟丨池中物,68,0,0,0,0,120294241,1008061,24331,1412329,31340, 长安, 金麟团
花无影,294,0,0,0,0,195608,46506,13050,19443298,3741, 长安, 特勤营
托塔天王晁盖,61,0,0,0,0,122616558,1200376,43266,2001100,27160, 长安, 绝对领域
浪无羁,298,0,0,0,0,278813,0,3096,27473004,6680, 长安, 特勤营
天神丨怒红颜,11,0,0,0,0,174746891,1984658,43638,1327051,35360, 长安, 天神团
天神丨鹏泰熙,124,0,0,0,0,89189962,801343,44621,1609036,27143, 长安, 天神团
没遮拦穆弘,199,0,0,0,0,68857844,441686,18140,2029157,26350, 长安, 绝对领域
天神丨牛牛蛋,258,0,0,0,0,53956510,438096,25314,4551603,21303, 长安, 九歌团
美髯公朱仝,246,0,0,0,0,77374460,412383,22996,2965882,27593, 长安, 绝对领域
天神丨哲元,155,0,0,0,0,108149134,587112,36611,3013847,29020, 长安, 天神团
無雙丿哀木涕,133,0,0,0,0,105766955,813578,29298,2694045,31680, 长安, 双魂团
天神丨深几許,281,0,0,0,0,25945397,127307,14700,2849291,21540, 长安, 九歌团
天武丨追风,112,0,0,0,0,70385123,796194,15990,1226729,28520, 长安, 九歌团
思源丶卧龍,282,0,0,0,0,92274822,86660,8497,4171588,18023, 京兆北, 迁城消极
無雙丿至尊寶,80,0,0,0,0,123788305,954314,16365,2076201,35366, 长安, 双魂团
思源丶飓风,109,0,0,0,0,108465739,781398,29847,1831313,29610, 长安, 思源团
明丨如梦,259,0,0,0,0,38663964,267664,16562,1903663,26830, 长安, 九歌团
天神丨枪,146,0,0,0,0,110588910,618360,18446,1168460,30050, 长安, 天神团
天策丨炎龙警,264,0,0,0,0,43904477,352854,15828,1621584,28613, 长安, 九歌团
刀无情,291,0,0,0,0,531176,134137,33048,50027635,5066, 长安, 特勤营
天神丨鱼摆摆,180,0,0,0,0,56783509,481053,23584,2895026,22290, 长安, 天神团
宴無鷄,290,0,0,0,0,6980817,656,4400,3887714,10987, 长安, 特勤营
思源丶黄宗泽,122,0,0,0,0,110621181,741238,21118,1167996,33010, 长安, 思源团
天神丨足迹,108,0,0,0,0,116342726,789710,19909,771230,33170, 长安, 天神团
天神丨一頁書,117,0,0,0,0,100245451,789838,29236,1688027,31900, 长安, 天神团
天神丨雲起,73,0,0,0,0,130146725,976453,13952,1487945,34440, 长安, 天神团
金麟丨克洛普,253,0,0,0,0,74798779,486341,26557,1871245,27330, 京兆北, 金麟团
天神丨闻仲,101,0,0,0,0,96868415,797241,16279,1324689,31043, 长安, 天神团
天无涯,295,0,0,0,0,530118,44690,29845,49318139,6443, 长安, 特勤营
天神丨捏个吉,241,0,0,0,0,65605172,461123,42936,2233454,24083, 长安, 九歌团
金麟丨小哥,179,0,0,0,0,101122028,508981,29698,1711790,26280, 长安, 金麟团
金麟丨头牌,21,0,0,0,0,195924434,1495002,25721,1258096,37820, 长安, 金麟团
金麟丨威风哥,75,0,0,0,0,122540623,961521,26302,2075604,29250, 长安, 金麟团
混世魔王樊瑞,188,0,0,0,0,81061090,483074,19067,2304583,30270, 长安, 绝对领域
茶杯里洗澡,126,0,0,0,0,105478755,735379,17401,2012321,31500, 长安, 绝对领域
天神丨小钻风,245,0,0,0,0,85285980,331030,40332,5991454,20276, 长安, 九歌团
天神丨景鸿,193,0,0,0,0,70761576,680364,60639,1044544,25186, 长安, 天神团
天神丨修士,141,0,0,0,0,84393732,685878,29018,3243101,27710, 长安, 天神团
六眼飞鱼,227,0,0,0,0,71117064,446536,45393,2439348,23120, 京兆北, 绝对领域
金麟丨书元,165,0,0,0,0,98806133,564469,28047,1402286,27470, 长安, 金麟团
戰岚丨龙脉,261,0,0,0,0,19841245,156246,8730,1382014,24600, 长安, 九歌团
思源丶糯米团,27,0,0,0,0,170012735,1440641,25420,1008376,35710, 长安, 思源团
天神丨王德发,217,0,0,0,0,97986594,404223,26965,1092079,26200, 长安, 九歌团
九纹龙小老弟,243,0,0,0,0,61201940,390943,17343,970157,24950, 长安, 低活弱基
五香猴小老弟,142,0,0,0,0,88363958,654703,28269,2027778,28570, 长安, 绝对领域
極丨时云泽,231,0,0,0,0,71831729,542046,54212,2483668,29540, 长安, 绝对领域
思源丶天龙,198,0,0,0,0,74380731,460953,30554,2036752,26213, 长安, 思源团
戰魂丨缪斯,168,0,0,0,0,83541123,520946,29766,1929567,31330, 长安, 双魂团
無雙丿独尊,219,0,0,0,0,95480698,560505,47326,843951,24810, 长安, 双魂团
雪無痕,297,0,0,0,0,344287,0,4137,34262242,6766, 长安, 特勤营
天神丨公孫,23,0,0,0,0,148684782,1545577,23361,1854913,31670, 长安, 天神团
思源丶浪子心,20,0,0,0,0,181407196,1585752,10398,205111,33170, 长安, 思源团
思源丶老杨,202,0,0,0,0,71698545,437783,37937,2138412,28090, 长安, 思源团
思源丶凡尔赛,233,0,0,0,0,63299849,384422,14272,4172008,26360, 长安, 思源团
筑前守殿,173,0,0,0,0,70068810,516992,9086,2363800,29170, 长安, 绝对领域
恰见明月栖木,262,0,0,0,0,41575403,248152,3924,451928,31240, 长安, 九歌团
無雙丿鴻鼠,128,0,0,0,0,102723672,720156,26925,1840627,31163, 长安, 双魂团
戰魂丨一道门,208,0,0,0,0,68204673,450205,23896,2068470,26580, 长安, 双魂团
戰魂丨月無痕,17,0,0,0,0,184116344,1666368,47553,800380,35730, 长安, 双魂团
明丨如痴如醉,279,0,0,0,0,31997176,110908,11393,1183107,21210, 长安, 九歌团
烽火丨老衲,209,0,0,0,0,73756217,451319,21122,2021074,29660, 长安, 绝对领域
思源丶轰天炮,30,0,0,0,0,130425740,1384499,22824,203952,34450, 长安, 思源团
天策清风明月,225,0,0,0,0,57249634,529031,17024,5887087,26400, 长安, 绝对领域
廉旋风,289,0,0,0,0,1693866,0,0,17784076,9660, 扶风, 特勤营
冷诗杰,53,0,0,0,0,94265872,1113249,17362,958428,28776, 长安, 九歌团
戰魂丨大红包,49,0,0,0,0,143226031,1126361,19208,1843094,32870, 长安, 双魂团
思源丶敏,192,0,0,0,0,78981124,524662,26702,3037259,27650, 长安, 思源团
無雙丿平躺,160,0,0,0,0,88614115,739075,63011,1805596,28270, 长安, 双魂团
天神丨亮,72,0,0,0,0,104701010,982527,33971,1434676,28413, 长安, 天神团
朴亿升,161,0,0,0,0,93962375,559803,33368,1791605,28490, 长安, 绝对领域
军机丨帝师,210,0,0,0,0,50610291,464923,12846,1210525,22946, 长安, 绝对领域
思源丶轰炸機,62,0,0,0,0,143823078,1032050,25287,1320419,35260, 长安, 思源团
金麟丨迪西,129,0,0,0,0,92145370,772999,26972,1811282,25910, 长安, 金麟团
金麟丨白马,223,0,0,0,0,83380031,425813,20438,1729608,24809, 长安, 金麟团
剑无痕,293,0,0,0,0,564750,47596,22654,45502884,6890, 长安, 特勤营
烽火丨霸气,137,0,0,0,0,99975998,715077,45949,2018746,29690, 长安, 绝对领域
小苹果很哇噻,266,0,0,0,0,54945250,347515,48652,2006265,28793, 长安, 九歌团
金麟丨CY,185,0,0,0,0,78134823,475062,32524,1403381,29586, 长安, 金麟团
天神丨是毛蛋,4,0,0,0,0,196440987,2369472,33937,202356,35130, 长安, 天神团
天神丨居可,24,0,0,0,0,151047168,1503118,26753,1028037,36500, 长安, 天神团
思源丶剑风,221,0,0,0,0,92054992,457088,17559,2600808,28630, 长安, 思源团
金麟丨小橘猫,38,0,0,0,0,146242284,1281097,27587,1404737,33933, 长安, 金麟团
無雙丿cm,151,0,0,0,0,88980105,768803,41154,2063341,30350, 长安, 双魂团
思源丶火神,105,0,0,0,0,102669592,820343,21818,1290444,29950, 长安, 思源团
明丨包子星,263,0,0,0,0,46478691,207410,19443,211561,29290, 长安, 九歌团
之海小老弟,255,0,0,0,0,73968588,367300,25572,2826946,23143, 长安, 绝对领域
天神丨一頁书,229,0,0,0,0,102231399,473436,16541,1736492,29600, 长安, 天神团
天神丨容嬷嬷,66,0,0,0,0,124519309,1002845,39280,914393,30380, 长安, 天神团
無雙丿小红毛,230,0,0,0,0,54830394,440842,33799,3014336,27640, 长安, 双魂团
天神丨朗拿度,189,0,0,0,0,91603884,568794,24813,3721571,30070, 长安, 九歌团
金麟丨巧克力,54,0,0,0,0,143437932,1017122,74494,1568540,34580, 长安, 金麟团
金麟丨胖哒哒,194,0,0,0,0,77064827,607151,59234,3103766,22573, 长安, 金麟团
無雙丿晴宝,213,0,0,0,0,93518125,653988,57130,2168177,27083, 长安, 双魂团
天神丨爆,200,0,0,0,0,91116305,598456,50724,1745021,30280, 长安, 天神团
墨客丨巫云,249,0,0,0,0,57471202,325380,3439,0,29800, 长安, 九歌团
無雙丿等风来,206,0,0,0,0,107534918,582716,33424,2478475,26930, 长安, 双魂团
太史慈小老弟,45,0,0,0,0,156821204,1220284,50934,2061509,35190, 长安, 绝对领域
金麟丨绿子,102,0,0,0,0,110448475,777631,44551,1768787,30100, 长安, 金麟团
戰魂丨公羊,84,0,0,0,0,118999217,904938,23342,1863249,31730, 长安, 双魂团
天神丨刘皇叔,48,0,0,0,0,153049313,1159906,20759,2025019,32800, 长安, 天神团
金麟丨萨斯风,148,0,0,0,0,127285545,666189,23505,1860934,32350, 长安, 金麟团
金麟丨关小羽,121,0,0,0,0,138786007,786189,28892,1408063,34560, 长安, 金麟团
思源丶铢寶,115,0,0,0,0,109810760,718313,55236,1460860,27773, 长安, 思源团
金鳞丨文徵明,190,0,0,0,0,106712965,445593,33801,1567103,20243, 长安, 金麟团
戰魂丨武士灵,94,0,0,0,0,146177077,852743,32458,1401900,34700, 长安, 双魂团
成公成公,135,0,0,0,0,98746574,690226,16339,2314732,30870, 长安, 绝对领域
思源丶踏凌霄,67,0,0,0,0,115671182,1029768,35817,614218,30500, 长安, 思源团
金麟丨放棄,113,0,0,0,0,113260729,760963,44321,1765362,29790, 长安, 金麟团
金麟丨小孕猫,186,0,0,0,0,94448170,479089,27253,815533,30110, 长安, 金麟团
可爱登小老弟,182,0,0,0,0,63315804,492412,19120,2211265,29560, 长安, 绝对领域
戰岚丨余世豪,276,0,0,0,0,17756271,55893,1438,2664069,27173, 长安, 九歌团
金鳞丨千里,176,0,0,0,0,103493194,600722,34577,1804378,29170, 长安, 金麟团
思源丶想想,130,0,0,0,0,114920471,701506,21587,1408672,31030, 长安, 思源团
天神丨富婆,15,0,0,0,0,165382547,1734782,41465,1698082,36090, 长安, 天神团
戰岚丨馬駿,234,0,0,0,0,80243532,429287,7120,1294978,29790, 长安, 九歌团
晨风破浪,35,0,0,0,0,147032149,1268241,19001,1363183,34780, 长安, 绝对领域
天神丨悍将,47,0,0,0,0,148676483,1166969,21379,1379365,35490, 长安, 天神团
星無尘,288,0,0,0,0,2727532,3000,2250,18337402,9840, 扶风, 特勤营
伯约小老弟,183,0,0,0,0,70783800,518373,58788,1245014,27350, 长安, 绝对领域
天神丨雷禅,104,0,0,0,0,89927067,793363,50100,1186727,26640, 长安, 天神团
戰岚丨临江仙,254,0,0,0,0,50634495,332964,11734,1512544,24730, 长安, 九歌团
百万军吾何惧,71,0,0,0,0,131866635,1112115,25166,1406429,29580, 长安, 双魂团
石头丨阿踹斯,238,0,0,0,0,10390290,195151,1236,855152,19740, 长安, 九歌团
思源丶虎叔,144,0,0,0,0,90162319,640705,21239,2257824,26000, 长安, 思源团
金麟丨杜俭,50,0,0,0,0,133614776,1085389,31127,812862,31630, 长安, 金麟团
戰魂丨枕头,28,0,0,0,0,160190090,1428871,28913,666150,34353, 长安, 双魂团
無雙丿低调,31,0,0,0,0,163345167,1362225,25896,201881,35210, 长安, 双魂团
金麟丨不系舟,196,0,0,0,0,70147963,425591,31170,1823044,25350, 长安, 金麟团
霉卵霉卵,232,0,0,0,0,63691967,381282,661,0,27940, 京兆北, 迁城消极
思源丶阿满,79,0,0,0,0,105236499,945100,19479,1443646,30150, 长安, 思源团
思源丶藍氺,8,0,0,0,0,199328306,2102073,36002,1044685,37310, 长安, 思源团
無雙丿趙子龍,197,0,0,0,0,82214416,565519,55645,2000256,28520, 长安, 双魂团
神机入梦,220,0,0,0,0,76950182,509373,21310,2059457,25120, 长安, 绝对领域
戰魂丨贪婪,96,0,0,0,0,115266483,941644,16452,1960051,31840, 长安, 双魂团
天神丨金晨舞,12,0,0,0,0,181268851,1853113,41802,1333488,36760, 长安, 天神团
天神丨爆爆,116,0,0,0,0,111465603,739335,44648,1430697,33480, 长安, 天神团
思源丶公瑾,274,0,0,0,0,38134870,227020,9673,6841788,18263, 长安, 九歌团
天神丨红蛋,212,0,0,0,0,68282699,406369,27206,2241143,20350, 长安, 天神团
席無魚,292,0,0,0,0,10310540,0,0,17967381,14680, 扶风, 特勤营
天神丨小铞毛,166,0,0,0,0,76457608,760266,32415,2757208,27500, 长安, 天神团
無雙丿紛紛吖,76,0,0,0,0,133177058,973849,17934,2078258,32710, 长安, 双魂团
测试1,,,,,,,1000001,,,,,测试1团
测试2,,,,,,,1000001,,,,,测试2团
